q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,score,category
3,4,2,1,0,0,1,4,5,5,3,3,3,2,3,3,0,0,3,3,2,2,3,2,2,59,Needs Upskilling
1,3,1,0,0,4,0,5,1,4,1,2,2,1,4,0,3,3,2,0,0,2,1,1,3,44,High Risk
4,4,1,4,3,4,6,3,2,4,0,1,0,3,3,0,3,0,1,2,3,0,3,3,1,58,Needs Upskilling
1,4,2,1,3,0,5,0,3,2,1,1,0,3,0,0,0,2,1,3,3,2,0,2,3,42,High Risk
4,4,4,0,2,4,6,4,2,6,4,2,2,1,0,2,2,2,3,3,3,1,3,1,2,67,Needs Upskilling
2,3,1,1,3,0,2,1,4,4,1,2,1,0,0,0,2,1,1,2,3,2,2,3,2,43,High Risk
4,3,3,2,2,3,0,3,6,3,3,1,3,1,3,0,0,1,0,2,2,3,0,3,0,51,Needs Upskilling
3,4,1,4,0,2,3,4,0,5,0,2,3,1,1,3,1,1,1,0,0,1,3,1,3,47,High Risk
0,1,4,3,1,0,0,3,3,1,3,2,2,0,4,0,3,1,0,3,0,0,2,1,2,39,High Risk
4,2,4,1,4,1,4,3,6,5,0,3,1,0,3,1,0,2,1,3,0,3,0,2,0,53,Needs Upskilling
4,2,3,2,0,0,0,1,6,0,4,0,0,2,1,0,0,3,3,0,3,1,3,0,1,39,High Risk
0,2,1,3,3,4,6,6,3,5,0,1,4,2,1,2,2,3,3,3,3,3,2,0,2,64,Needs Upskilling
3,3,4,3,4,6,4,2,4,2,0,3,4,0,3,2,3,3,0,1,0,1,1,0,0,56,Needs Upskilling
1,3,2,1,1,6,4,4,2,6,0,0,2,3,3,1,2,0,3,1,0,3,2,0,2,52,Needs Upskilling
4,1,0,0,1,3,4,1,0,4,1,2,1,3,1,2,0,1,1,1,3,3,1,0,3,41,High Risk
0,2,0,1,2,5,3,3,2,6,1,2,1,1,1,2,1,1,1,3,3,1,3,2,0,47,High Risk
2,2,0,2,4,3,0,1,1,4,4,3,3,4,1,3,3,2,3,1,1,0,2,3,3,55,Needs Upskilling
0,4,1,3,2,5,6,6,2,5,0,2,0,1,3,1,0,2,1,1,1,0,1,2,1,50,Needs Upskilling
2,3,3,1,0,6,0,2,3,1,2,4,1,1,1,3,0,0,2,0,1,3,0,2,3,44,High Risk
3,2,4,0,4,6,3,5,0,1,4,3,4,4,0,3,1,0,2,0,0,3,2,2,0,56,Needs Upskilling
1,1,2,1,0,0,2,4,2,2,0,0,0,0,3,0,0,3,1,2,2,0,3,3,2,34,High Risk
0,1,2,4,2,2,1,2,0,0,0,3,0,3,0,1,0,2,3,2,3,0,0,2,0,33,High Risk
4,2,1,0,4,1,6,0,0,5,1,1,2,1,2,0,3,1,0,2,1,2,1,2,3,45,High Risk
3,3,0,2,2,3,6,4,1,4,4,3,1,4,3,0,3,3,3,2,2,0,2,3,3,64,Needs Upskilling
0,1,1,3,4,4,0,2,1,5,0,2,2,2,2,3,3,1,0,0,3,3,2,2,2,48,High Risk
4,4,3,1,2,5,1,3,3,2,0,2,1,1,1,2,2,3,3,0,2,1,3,0,1,50,Needs Upskilling
0,1,3,0,1,4,5,4,4,3,4,4,3,3,1,1,1,1,1,0,0,0,0,1,0,45,High Risk
2,0,4,4,2,2,5,4,6,3,2,4,2,0,4,2,3,0,2,1,0,2,2,2,2,60,Needs Upskilling
0,0,4,0,1,5,3,1,0,2,4,4,2,1,1,3,2,3,3,1,0,2,2,1,2,47,High Risk
0,3,3,4,2,3,5,3,4,4,4,0,4,1,2,3,2,1,0,2,1,2,0,2,2,57,Needs Upskilling
0,2,3,2,4,0,6,0,6,6,2,4,2,4,1,3,1,1,2,1,3,1,2,2,0,58,Needs Upskilling
